{'M_BLOCKING=12_avg': 252.183, 'M_BLOCKING=12_best': 252.183, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 252.447, 'M_BLOCKING=16_best': 252.447, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 248.749, 'M_BLOCKING=1_best': 248.749, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.16999999999996, 'M_BLOCKING=2_best': 248.16999999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 248.446, 'M_BLOCKING=3_best': 248.446, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 249.435, 'M_BLOCKING=6_best': 249.435, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 250.67999999999995, 'xsmm_reference_best': 250.67999999999995, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 621.913, 'M_BLOCKING=12_best': 621.913, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 605.624, 'M_BLOCKING=16_best': 605.624, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 607.363, 'M_BLOCKING=1_best': 607.363, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 607.3, 'M_BLOCKING=2_best': 607.3, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 612.656, 'M_BLOCKING=3_best': 612.656, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 630.787, 'M_BLOCKING=6_best': 630.787, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3985.205, 'xsmm_reference_best': 3985.205, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 249.143, 'M_BLOCKING=12_best': 249.143, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 249.617, 'M_BLOCKING=16_best': 249.617, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 250.237, 'M_BLOCKING=1_best': 250.237, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 250.04, 'M_BLOCKING=2_best': 250.04, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 249.872, 'M_BLOCKING=3_best': 249.872, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 249.692, 'M_BLOCKING=6_best': 249.692, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 253.191, 'xsmm_reference_best': 253.191, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 484.96, 'M_BLOCKING=12_best': 484.96, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 473.011, 'M_BLOCKING=16_best': 473.011, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 421.33299999999997, 'M_BLOCKING=1_best': 421.33299999999997, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 422.695, 'M_BLOCKING=2_best': 422.695, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 438.189, 'M_BLOCKING=3_best': 438.189, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 433.889, 'M_BLOCKING=6_best': 433.889, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.662, 'xsmm_reference_best': 394.662, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 680.927, 'M_BLOCKING=12_best': 680.927, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 658.37, 'M_BLOCKING=16_best': 658.37, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 559.959, 'M_BLOCKING=1_best': 559.959, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 522.929, 'M_BLOCKING=2_best': 522.929, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 533.317, 'M_BLOCKING=3_best': 533.317, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 578.325, 'M_BLOCKING=6_best': 578.325, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 356.632, 'xsmm_reference_best': 356.632, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 860.9, 'M_BLOCKING=12_best': 860.9, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 814.9449999999999, 'M_BLOCKING=16_best': 814.9449999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 761.2, 'M_BLOCKING=1_best': 761.2, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 665.2660000000001, 'M_BLOCKING=2_best': 665.2660000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 742.608, 'M_BLOCKING=3_best': 742.608, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 775.562, 'M_BLOCKING=6_best': 775.562, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 690.6120000000001, 'xsmm_reference_best': 690.6120000000001, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 1022.021, 'M_BLOCKING=12_best': 1022.021, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 955.955, 'M_BLOCKING=16_best': 955.955, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 991.849, 'M_BLOCKING=1_best': 991.849, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 849.04, 'M_BLOCKING=2_best': 849.04, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 899.412, 'M_BLOCKING=3_best': 899.412, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 974.613, 'M_BLOCKING=6_best': 974.613, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1216.209, 'xsmm_reference_best': 1216.209, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 1168.277, 'M_BLOCKING=12_best': 1168.277, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1105.009, 'M_BLOCKING=16_best': 1105.009, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1253.3429999999998, 'M_BLOCKING=1_best': 1253.3429999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1052.686, 'M_BLOCKING=2_best': 1052.686, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1077.299, 'M_BLOCKING=3_best': 1077.299, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1166.804, 'M_BLOCKING=6_best': 1166.804, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1216.473, 'xsmm_reference_best': 1216.473, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 393.077, 'M_BLOCKING=12_best': 393.077, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 390.395, 'M_BLOCKING=16_best': 390.395, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 370.178, 'M_BLOCKING=1_best': 370.178, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.855, 'M_BLOCKING=2_best': 371.855, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 379.558, 'M_BLOCKING=3_best': 379.558, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.281, 'M_BLOCKING=6_best': 381.281, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 396.163, 'xsmm_reference_best': 396.163, 'xsmm_reference_cpu_freq': 2.999975, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 579.386, 'M_BLOCKING=12_best': 579.386, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 566.268, 'M_BLOCKING=16_best': 566.268, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 475.908, 'M_BLOCKING=1_best': 475.908, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 465.219, 'M_BLOCKING=2_best': 465.219, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 466.794, 'M_BLOCKING=3_best': 466.794, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 482.469, 'M_BLOCKING=6_best': 482.469, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 316.397, 'xsmm_reference_best': 316.397, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 776.502, 'M_BLOCKING=12_best': 776.502, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 736.137, 'M_BLOCKING=16_best': 736.137, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 651.547, 'M_BLOCKING=1_best': 651.547, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 586.315, 'M_BLOCKING=2_best': 586.315, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 605.033, 'M_BLOCKING=3_best': 605.033, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 668.602, 'M_BLOCKING=6_best': 668.602, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 605.034, 'xsmm_reference_best': 605.034, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'sparse'}
