{'M_BLOCKING=12_avg': 250.81100000000004, 'M_BLOCKING=12_best': 250.81100000000004, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 250.852, 'M_BLOCKING=16_best': 250.852, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 248.191, 'M_BLOCKING=1_best': 248.191, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.143, 'M_BLOCKING=2_best': 248.143, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 248.78599999999994, 'M_BLOCKING=3_best': 248.78599999999994, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 249.117, 'M_BLOCKING=6_best': 249.117, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.838, 'xsmm_reference_best': 249.838, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 621.2280000000001, 'M_BLOCKING=12_best': 621.2280000000001, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 611.296, 'M_BLOCKING=16_best': 611.296, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 615.159, 'M_BLOCKING=1_best': 615.159, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 601.894, 'M_BLOCKING=2_best': 601.894, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 599.02, 'M_BLOCKING=3_best': 599.02, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 643.589, 'M_BLOCKING=6_best': 643.589, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 4052.292, 'xsmm_reference_best': 4052.292, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 248.912, 'M_BLOCKING=12_best': 248.912, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 248.533, 'M_BLOCKING=16_best': 248.533, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 250.198, 'M_BLOCKING=1_best': 250.198, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 250.001, 'M_BLOCKING=2_best': 250.001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 250.506, 'M_BLOCKING=3_best': 250.506, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 249.028, 'M_BLOCKING=6_best': 249.028, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 252.904, 'xsmm_reference_best': 252.904, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 485.591, 'M_BLOCKING=12_best': 485.591, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 472.118, 'M_BLOCKING=16_best': 472.118, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 422.605, 'M_BLOCKING=1_best': 422.605, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 423.609, 'M_BLOCKING=2_best': 423.609, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 436.047, 'M_BLOCKING=3_best': 436.047, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 433.88800000000003, 'M_BLOCKING=6_best': 433.88800000000003, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.489, 'xsmm_reference_best': 393.489, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 682.449, 'M_BLOCKING=12_best': 682.449, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 658.648, 'M_BLOCKING=16_best': 658.648, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 559.423, 'M_BLOCKING=1_best': 559.423, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 522.062, 'M_BLOCKING=2_best': 522.062, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 532.261, 'M_BLOCKING=3_best': 532.261, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 577.037, 'M_BLOCKING=6_best': 577.037, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 355.268, 'xsmm_reference_best': 355.268, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 862.432, 'M_BLOCKING=12_best': 862.432, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 813.44, 'M_BLOCKING=16_best': 813.44, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 761.373, 'M_BLOCKING=1_best': 761.373, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 667.376, 'M_BLOCKING=2_best': 667.376, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 744.365, 'M_BLOCKING=3_best': 744.365, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 776.794, 'M_BLOCKING=6_best': 776.794, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 690.395, 'xsmm_reference_best': 690.395, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 1020.01, 'M_BLOCKING=12_best': 1020.01, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 954.585, 'M_BLOCKING=16_best': 954.585, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 994.807, 'M_BLOCKING=1_best': 994.807, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 849.721, 'M_BLOCKING=2_best': 849.721, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 903.291, 'M_BLOCKING=3_best': 903.291, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 975.035, 'M_BLOCKING=6_best': 975.035, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1207.09, 'xsmm_reference_best': 1207.09, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 1168.019, 'M_BLOCKING=12_best': 1168.019, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1105.042, 'M_BLOCKING=16_best': 1105.042, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1254.633, 'M_BLOCKING=1_best': 1254.633, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1052.022, 'M_BLOCKING=2_best': 1052.022, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1076.311, 'M_BLOCKING=3_best': 1076.311, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1165.702, 'M_BLOCKING=6_best': 1165.702, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1215.93, 'xsmm_reference_best': 1215.93, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 392.885, 'M_BLOCKING=12_best': 392.885, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 386.473, 'M_BLOCKING=16_best': 386.473, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 369.564, 'M_BLOCKING=1_best': 369.564, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.202, 'M_BLOCKING=2_best': 371.202, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 383.076, 'M_BLOCKING=3_best': 383.076, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 380.72, 'M_BLOCKING=6_best': 380.72, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.932, 'xsmm_reference_best': 394.932, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 579.528, 'M_BLOCKING=12_best': 579.528, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 565.246, 'M_BLOCKING=16_best': 565.246, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 475.339, 'M_BLOCKING=1_best': 475.339, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 469.48, 'M_BLOCKING=2_best': 469.48, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 466.082, 'M_BLOCKING=3_best': 466.082, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 482.353, 'M_BLOCKING=6_best': 482.353, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 313.835, 'xsmm_reference_best': 313.835, 'xsmm_reference_cpu_freq': 2.999962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 776.758, 'M_BLOCKING=12_best': 776.758, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 734.64, 'M_BLOCKING=16_best': 734.64, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 653.889, 'M_BLOCKING=1_best': 653.889, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 587.3399999999999, 'M_BLOCKING=2_best': 587.3399999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 604.5070000000001, 'M_BLOCKING=3_best': 604.5070000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 670.457, 'M_BLOCKING=6_best': 670.457, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 601.175, 'xsmm_reference_best': 601.175, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'sparse'}
