{'N_BLOCKING=1_avg': 247.337, 'N_BLOCKING=1_best': 247.337, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.115, 'N_BLOCKING=2_best': 242.115, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.24, 'N_BLOCKING=3_best': 244.24, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.623, 'xsmm_reference_best': 249.623, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.579, 'N_BLOCKING=1_best': 340.579, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 366.594, 'N_BLOCKING=2_best': 366.594, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 356.46900000000005, 'N_BLOCKING=3_best': 356.46900000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.31399999999996, 'xsmm_reference_best': 359.31399999999996, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 390.861, 'N_BLOCKING=1_best': 390.861, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 401.914, 'N_BLOCKING=2_best': 401.914, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.591, 'N_BLOCKING=3_best': 368.591, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.293, 'xsmm_reference_best': 393.293, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.414, 'N_BLOCKING=1_best': 441.414, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 384.87800000000004, 'N_BLOCKING=2_best': 384.87800000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.626, 'N_BLOCKING=3_best': 367.626, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 367.348, 'xsmm_reference_best': 367.348, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.25699999999995, 'N_BLOCKING=1_best': 246.25699999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.398, 'N_BLOCKING=2_best': 252.398, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.73900000000003, 'N_BLOCKING=3_best': 248.73900000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.332, 'xsmm_reference_best': 249.332, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 416.032, 'N_BLOCKING=1_best': 416.032, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.285, 'N_BLOCKING=2_best': 389.285, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.544, 'N_BLOCKING=3_best': 367.544, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 373.648, 'xsmm_reference_best': 373.648, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 551.429, 'N_BLOCKING=1_best': 551.429, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 392.431, 'N_BLOCKING=2_best': 392.431, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 435.904, 'N_BLOCKING=3_best': 435.904, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 556.054, 'xsmm_reference_best': 556.054, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 757.222, 'N_BLOCKING=1_best': 757.222, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 544.115, 'N_BLOCKING=2_best': 544.115, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 590.623, 'N_BLOCKING=3_best': 590.623, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 682.301, 'xsmm_reference_best': 682.301, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.867, 'N_BLOCKING=1_best': 986.867, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 723.3489999999999, 'N_BLOCKING=2_best': 723.3489999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 759.858, 'N_BLOCKING=3_best': 759.858, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1111.341, 'xsmm_reference_best': 1111.341, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.399, 'N_BLOCKING=1_best': 1247.399, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 921.357, 'N_BLOCKING=2_best': 921.357, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 958.663, 'N_BLOCKING=3_best': 958.663, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1115.49, 'xsmm_reference_best': 1115.49, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.572, 'N_BLOCKING=1_best': 368.572, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 396.75699999999995, 'N_BLOCKING=2_best': 396.75699999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 371.213, 'N_BLOCKING=3_best': 371.213, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 385.102, 'xsmm_reference_best': 385.102, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
