{'N_BLOCKING=1_avg': 247.594, 'N_BLOCKING=1_best': 247.594, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.31399999999996, 'N_BLOCKING=2_best': 242.31399999999996, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.454, 'N_BLOCKING=3_best': 244.454, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 250.84500000000003, 'xsmm_reference_best': 250.84500000000003, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 602.896, 'N_BLOCKING=1_best': 602.896, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 650.169, 'N_BLOCKING=2_best': 650.169, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 636.673, 'N_BLOCKING=3_best': 636.673, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3881.616, 'xsmm_reference_best': 3881.616, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.278, 'N_BLOCKING=1_best': 246.278, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.181, 'N_BLOCKING=2_best': 252.181, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.486, 'N_BLOCKING=3_best': 248.486, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.666, 'xsmm_reference_best': 249.666, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 418.566, 'N_BLOCKING=1_best': 418.566, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 403.20799999999997, 'N_BLOCKING=2_best': 403.20799999999997, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.05, 'N_BLOCKING=3_best': 368.05, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 387.993, 'xsmm_reference_best': 387.993, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 555.35, 'N_BLOCKING=1_best': 555.35, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.73900000000003, 'N_BLOCKING=2_best': 399.73900000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 432.299, 'N_BLOCKING=3_best': 432.299, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.107, 'xsmm_reference_best': 359.107, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 756.657, 'N_BLOCKING=1_best': 756.657, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 557.294, 'N_BLOCKING=2_best': 557.294, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 594.021, 'N_BLOCKING=3_best': 594.021, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 685.392, 'xsmm_reference_best': 685.392, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.455, 'N_BLOCKING=1_best': 986.455, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 715.345, 'N_BLOCKING=2_best': 715.345, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 752.934, 'N_BLOCKING=3_best': 752.934, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1119.415, 'xsmm_reference_best': 1119.415, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1251.509, 'N_BLOCKING=1_best': 1251.509, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 927.465, 'N_BLOCKING=2_best': 927.465, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 966.356, 'N_BLOCKING=3_best': 966.356, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1116.849, 'xsmm_reference_best': 1116.849, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 367.731, 'N_BLOCKING=1_best': 367.731, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.834, 'N_BLOCKING=2_best': 398.834, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.813, 'N_BLOCKING=3_best': 368.813, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 388.419, 'xsmm_reference_best': 388.419, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 470.905, 'N_BLOCKING=1_best': 470.905, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 325.078, 'N_BLOCKING=2_best': 325.078, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.65700000000004, 'N_BLOCKING=3_best': 369.65700000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 304.84, 'xsmm_reference_best': 304.84, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 647.639, 'N_BLOCKING=1_best': 647.639, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 462.419, 'N_BLOCKING=2_best': 462.419, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 506.807, 'N_BLOCKING=3_best': 506.807, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 599.431, 'xsmm_reference_best': 599.431, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.08, 'N_BLOCKING=1_best': 340.08, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 367.53700000000003, 'N_BLOCKING=2_best': 367.53700000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 357.914, 'N_BLOCKING=3_best': 357.914, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 360.151, 'xsmm_reference_best': 360.151, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 391.796, 'N_BLOCKING=1_best': 391.796, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 402.02200000000005, 'N_BLOCKING=2_best': 402.02200000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.503, 'N_BLOCKING=3_best': 368.503, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.596, 'xsmm_reference_best': 394.596, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 443.414, 'N_BLOCKING=1_best': 443.414, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 379.612, 'N_BLOCKING=2_best': 379.612, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.757, 'N_BLOCKING=3_best': 367.757, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 365.353, 'xsmm_reference_best': 365.353, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.169, 'N_BLOCKING=1_best': 246.169, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.953, 'N_BLOCKING=2_best': 252.953, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.289, 'N_BLOCKING=3_best': 249.289, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 250.449, 'xsmm_reference_best': 250.449, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.177, 'N_BLOCKING=1_best': 417.177, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 388.351, 'N_BLOCKING=2_best': 388.351, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 366.8, 'N_BLOCKING=3_best': 366.8, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 374.992, 'xsmm_reference_best': 374.992, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 551.602, 'N_BLOCKING=1_best': 551.602, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 400.511, 'N_BLOCKING=2_best': 400.511, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 434.067, 'N_BLOCKING=3_best': 434.067, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 552.1320000000001, 'xsmm_reference_best': 552.1320000000001, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 756.657, 'N_BLOCKING=1_best': 756.657, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 549.848, 'N_BLOCKING=2_best': 549.848, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 591.427, 'N_BLOCKING=3_best': 591.427, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 688.248, 'xsmm_reference_best': 688.248, 'xsmm_reference_cpu_freq': 2.999846, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 987.983, 'N_BLOCKING=1_best': 987.983, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 722.817, 'N_BLOCKING=2_best': 722.817, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 762.488, 'N_BLOCKING=3_best': 762.488, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1117.113, 'xsmm_reference_best': 1117.113, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1246.565, 'N_BLOCKING=1_best': 1246.565, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 924.104, 'N_BLOCKING=2_best': 924.104, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 961.057, 'N_BLOCKING=3_best': 961.057, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1140.535, 'xsmm_reference_best': 1140.535, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 369.114, 'N_BLOCKING=1_best': 369.114, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.125, 'N_BLOCKING=2_best': 398.125, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 373.407, 'N_BLOCKING=3_best': 373.407, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.081, 'xsmm_reference_best': 386.081, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
