{'N_BLOCKING=1_avg': 247.111, 'N_BLOCKING=1_best': 247.111, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.285, 'N_BLOCKING=2_best': 242.285, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.098, 'N_BLOCKING=3_best': 244.098, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.067, 'xsmm_reference_best': 249.067, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 593.366, 'N_BLOCKING=1_best': 593.366, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 652.572, 'N_BLOCKING=2_best': 652.572, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 635.11, 'N_BLOCKING=3_best': 635.11, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3862.595, 'xsmm_reference_best': 3862.595, 'xsmm_reference_cpu_freq': 2.999831, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.59299999999996, 'N_BLOCKING=1_best': 246.59299999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 253.112, 'N_BLOCKING=2_best': 253.112, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.303, 'N_BLOCKING=3_best': 249.303, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 250.293, 'xsmm_reference_best': 250.293, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 418.978, 'N_BLOCKING=1_best': 418.978, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 404.773, 'N_BLOCKING=2_best': 404.773, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.385, 'N_BLOCKING=3_best': 368.385, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 388.96299999999997, 'xsmm_reference_best': 388.96299999999997, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 553.918, 'N_BLOCKING=1_best': 553.918, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 390.21, 'N_BLOCKING=2_best': 390.21, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 435.53200000000004, 'N_BLOCKING=3_best': 435.53200000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 354.64200000000005, 'xsmm_reference_best': 354.64200000000005, 'xsmm_reference_cpu_freq': 2.999966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 756.567, 'N_BLOCKING=1_best': 756.567, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 546.571, 'N_BLOCKING=2_best': 546.571, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 594.61, 'N_BLOCKING=3_best': 594.61, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 686.418, 'xsmm_reference_best': 686.418, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 985.402, 'N_BLOCKING=1_best': 985.402, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 719.7529999999999, 'N_BLOCKING=2_best': 719.7529999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 750.99, 'N_BLOCKING=3_best': 750.99, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1136.674, 'xsmm_reference_best': 1136.674, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.536, 'N_BLOCKING=1_best': 1247.536, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 922.65, 'N_BLOCKING=2_best': 922.65, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 956.883, 'N_BLOCKING=3_best': 956.883, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1116.479, 'xsmm_reference_best': 1116.479, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 367.72799999999995, 'N_BLOCKING=1_best': 367.72799999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.93100000000004, 'N_BLOCKING=2_best': 399.93100000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.911, 'N_BLOCKING=3_best': 368.911, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.72, 'xsmm_reference_best': 386.72, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 469.41700000000003, 'N_BLOCKING=1_best': 469.41700000000003, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 322.713, 'N_BLOCKING=2_best': 322.713, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.104, 'N_BLOCKING=3_best': 369.104, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 308.668, 'xsmm_reference_best': 308.668, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 647.034, 'N_BLOCKING=1_best': 647.034, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 462.32899999999995, 'N_BLOCKING=2_best': 462.32899999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 507.652, 'N_BLOCKING=3_best': 507.652, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 601.727, 'xsmm_reference_best': 601.727, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.757, 'N_BLOCKING=1_best': 340.757, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.102, 'N_BLOCKING=2_best': 368.102, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 356.917, 'N_BLOCKING=3_best': 356.917, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 360.09799999999996, 'xsmm_reference_best': 360.09799999999996, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 391.513, 'N_BLOCKING=1_best': 391.513, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 400.97799999999995, 'N_BLOCKING=2_best': 400.97799999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.334, 'N_BLOCKING=3_best': 368.334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.03, 'xsmm_reference_best': 393.03, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.409, 'N_BLOCKING=1_best': 440.409, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 378.94000000000005, 'N_BLOCKING=2_best': 378.94000000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.914, 'N_BLOCKING=3_best': 367.914, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 363.355, 'xsmm_reference_best': 363.355, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.44000000000005, 'N_BLOCKING=1_best': 246.44000000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.961, 'N_BLOCKING=2_best': 251.961, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.59500000000003, 'N_BLOCKING=3_best': 248.59500000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.451, 'xsmm_reference_best': 249.451, 'xsmm_reference_cpu_freq': 2.999968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 416.002, 'N_BLOCKING=1_best': 416.002, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.624, 'N_BLOCKING=2_best': 389.624, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.032, 'N_BLOCKING=3_best': 368.032, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 373.735, 'xsmm_reference_best': 373.735, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 552.132, 'N_BLOCKING=1_best': 552.132, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 391.446, 'N_BLOCKING=2_best': 391.446, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 434.871, 'N_BLOCKING=3_best': 434.871, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 553.159, 'xsmm_reference_best': 553.159, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 754.6320000000001, 'N_BLOCKING=1_best': 754.6320000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 546.2529999999999, 'N_BLOCKING=2_best': 546.2529999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 592.902, 'N_BLOCKING=3_best': 592.902, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 683.053, 'xsmm_reference_best': 683.053, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.395, 'N_BLOCKING=1_best': 986.395, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 721.912, 'N_BLOCKING=2_best': 721.912, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 764.735, 'N_BLOCKING=3_best': 764.735, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.727, 'xsmm_reference_best': 1118.727, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1246.969, 'N_BLOCKING=1_best': 1246.969, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 923.191, 'N_BLOCKING=2_best': 923.191, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 959.018, 'N_BLOCKING=3_best': 959.018, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1112.34, 'xsmm_reference_best': 1112.34, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.524, 'N_BLOCKING=1_best': 368.524, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 396.446, 'N_BLOCKING=2_best': 396.446, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 370.227, 'N_BLOCKING=3_best': 370.227, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 384.285, 'xsmm_reference_best': 384.285, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
