{'N_BLOCKING=1_avg': 247.434, 'N_BLOCKING=1_best': 247.434, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.301, 'N_BLOCKING=2_best': 242.301, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.87400000000002, 'N_BLOCKING=3_best': 244.87400000000002, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.265, 'xsmm_reference_best': 248.265, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 593.704, 'N_BLOCKING=1_best': 593.704, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 652.3299999999999, 'N_BLOCKING=2_best': 652.3299999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 635.888, 'N_BLOCKING=3_best': 635.888, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3894.062, 'xsmm_reference_best': 3894.062, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.444, 'N_BLOCKING=1_best': 246.444, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.778, 'N_BLOCKING=2_best': 252.778, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.488, 'N_BLOCKING=3_best': 249.488, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 250.431, 'xsmm_reference_best': 250.431, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.687, 'N_BLOCKING=1_best': 417.687, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 402.877, 'N_BLOCKING=2_best': 402.877, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.095, 'N_BLOCKING=3_best': 368.095, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 388.078, 'xsmm_reference_best': 388.078, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 554.4200000000001, 'N_BLOCKING=1_best': 554.4200000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.067, 'N_BLOCKING=2_best': 389.067, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 437.567, 'N_BLOCKING=3_best': 437.567, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.014, 'xsmm_reference_best': 359.014, 'xsmm_reference_cpu_freq': 2.999827, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 756.2090000000001, 'N_BLOCKING=1_best': 756.2090000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 548.0899999999999, 'N_BLOCKING=2_best': 548.0899999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 592.342, 'N_BLOCKING=3_best': 592.342, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 685.632, 'xsmm_reference_best': 685.632, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 988.478, 'N_BLOCKING=1_best': 988.478, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 721.575, 'N_BLOCKING=2_best': 721.575, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 753.588, 'N_BLOCKING=3_best': 753.588, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1115.086, 'xsmm_reference_best': 1115.086, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1248.72, 'N_BLOCKING=1_best': 1248.72, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 933.282, 'N_BLOCKING=2_best': 933.282, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 957.742, 'N_BLOCKING=3_best': 957.742, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1120.788, 'xsmm_reference_best': 1120.788, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 367.384, 'N_BLOCKING=1_best': 367.384, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.11699999999996, 'N_BLOCKING=2_best': 399.11699999999996, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 370.116, 'N_BLOCKING=3_best': 370.116, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.005, 'xsmm_reference_best': 386.005, 'xsmm_reference_cpu_freq': 2.999873, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 471.084, 'N_BLOCKING=1_best': 471.084, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 334.08500000000004, 'N_BLOCKING=2_best': 334.08500000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.474, 'N_BLOCKING=3_best': 368.474, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 305.459, 'xsmm_reference_best': 305.459, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 648.523, 'N_BLOCKING=1_best': 648.523, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 460.922, 'N_BLOCKING=2_best': 460.922, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 508.457, 'N_BLOCKING=3_best': 508.457, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 597.95, 'xsmm_reference_best': 597.95, 'xsmm_reference_cpu_freq': 2.99985, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 339.787, 'N_BLOCKING=1_best': 339.787, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 367.869, 'N_BLOCKING=2_best': 367.869, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 356.337, 'N_BLOCKING=3_best': 356.337, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.264, 'xsmm_reference_best': 359.264, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 390.483, 'N_BLOCKING=1_best': 390.483, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 400.34299999999996, 'N_BLOCKING=2_best': 400.34299999999996, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.732, 'N_BLOCKING=3_best': 368.732, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.03, 'xsmm_reference_best': 394.03, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.972, 'N_BLOCKING=1_best': 441.972, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 379.24300000000005, 'N_BLOCKING=2_best': 379.24300000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.669, 'N_BLOCKING=3_best': 367.669, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 364.339, 'xsmm_reference_best': 364.339, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 245.846, 'N_BLOCKING=1_best': 245.846, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.972, 'N_BLOCKING=2_best': 251.972, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.77599999999995, 'N_BLOCKING=3_best': 248.77599999999995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.087, 'xsmm_reference_best': 249.087, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 415.855, 'N_BLOCKING=1_best': 415.855, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 388.553, 'N_BLOCKING=2_best': 388.553, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.615, 'N_BLOCKING=3_best': 367.615, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 373.27599999999995, 'xsmm_reference_best': 373.27599999999995, 'xsmm_reference_cpu_freq': 2.99997, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 553.288, 'N_BLOCKING=1_best': 553.288, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 384.092, 'N_BLOCKING=2_best': 384.092, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 432.918, 'N_BLOCKING=3_best': 432.918, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 553.031, 'xsmm_reference_best': 553.031, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 754.346, 'N_BLOCKING=1_best': 754.346, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 543.8009999999999, 'N_BLOCKING=2_best': 543.8009999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 592.796, 'N_BLOCKING=3_best': 592.796, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 681.601, 'xsmm_reference_best': 681.601, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 987.174, 'N_BLOCKING=1_best': 987.174, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 717.751, 'N_BLOCKING=2_best': 717.751, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 759.473, 'N_BLOCKING=3_best': 759.473, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.743, 'xsmm_reference_best': 1118.743, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1245.94, 'N_BLOCKING=1_best': 1245.94, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 920.231, 'N_BLOCKING=2_best': 920.231, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 960.916, 'N_BLOCKING=3_best': 960.916, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.279, 'xsmm_reference_best': 1118.279, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.019, 'N_BLOCKING=1_best': 368.019, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 396.44899999999996, 'N_BLOCKING=2_best': 396.44899999999996, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 374.051, 'N_BLOCKING=3_best': 374.051, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 385.909, 'xsmm_reference_best': 385.909, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
