{'N_BLOCKING=1_avg': 247.129, 'N_BLOCKING=1_best': 247.129, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.481, 'N_BLOCKING=2_best': 242.481, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.406, 'N_BLOCKING=3_best': 244.406, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.483, 'xsmm_reference_best': 248.483, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 594.225, 'N_BLOCKING=1_best': 594.225, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 647.498, 'N_BLOCKING=2_best': 647.498, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 631.172, 'N_BLOCKING=3_best': 631.172, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3881.999, 'xsmm_reference_best': 3881.999, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.49099999999999, 'N_BLOCKING=1_best': 246.49099999999999, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.852, 'N_BLOCKING=2_best': 252.852, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.81600000000003, 'N_BLOCKING=3_best': 249.81600000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.62, 'xsmm_reference_best': 249.62, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.017, 'N_BLOCKING=1_best': 417.017, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 403.367, 'N_BLOCKING=2_best': 403.367, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.606, 'N_BLOCKING=3_best': 368.606, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.82399999999996, 'xsmm_reference_best': 386.82399999999996, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 554.659, 'N_BLOCKING=1_best': 554.659, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.62, 'N_BLOCKING=2_best': 398.62, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 436.722, 'N_BLOCKING=3_best': 436.722, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 351.40999999999997, 'xsmm_reference_best': 351.40999999999997, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 754.979, 'N_BLOCKING=1_best': 754.979, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 548.773, 'N_BLOCKING=2_best': 548.773, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 594.531, 'N_BLOCKING=3_best': 594.531, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 684.8330000000001, 'xsmm_reference_best': 684.8330000000001, 'xsmm_reference_cpu_freq': 2.999862, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 990.24, 'N_BLOCKING=1_best': 990.24, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 723.3389999999999, 'N_BLOCKING=2_best': 723.3389999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 754.677, 'N_BLOCKING=3_best': 754.677, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1125.927, 'xsmm_reference_best': 1125.927, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.804, 'N_BLOCKING=1_best': 1247.804, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 928.985, 'N_BLOCKING=2_best': 928.985, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 961.4110000000001, 'N_BLOCKING=3_best': 961.4110000000001, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1111.747, 'xsmm_reference_best': 1111.747, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.117, 'N_BLOCKING=1_best': 368.117, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.68600000000004, 'N_BLOCKING=2_best': 399.68600000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.555, 'N_BLOCKING=3_best': 369.555, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 387.88, 'xsmm_reference_best': 387.88, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 470.48299999999995, 'N_BLOCKING=1_best': 470.48299999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 323.378, 'N_BLOCKING=2_best': 323.378, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.336, 'N_BLOCKING=3_best': 369.336, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 311.159, 'xsmm_reference_best': 311.159, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 647.617, 'N_BLOCKING=1_best': 647.617, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 458.802, 'N_BLOCKING=2_best': 458.802, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 507.425, 'N_BLOCKING=3_best': 507.425, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 599.114, 'xsmm_reference_best': 599.114, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 339.441, 'N_BLOCKING=1_best': 339.441, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 366.98900000000003, 'N_BLOCKING=2_best': 366.98900000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 356.419, 'N_BLOCKING=3_best': 356.419, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 358.63699999999994, 'xsmm_reference_best': 358.63699999999994, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.007, 'N_BLOCKING=1_best': 392.007, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 401.98699999999997, 'N_BLOCKING=2_best': 401.98699999999997, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.484, 'N_BLOCKING=3_best': 368.484, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.769, 'xsmm_reference_best': 394.769, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.941, 'N_BLOCKING=1_best': 440.941, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 379.27, 'N_BLOCKING=2_best': 379.27, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.967, 'N_BLOCKING=3_best': 367.967, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 362.607, 'xsmm_reference_best': 362.607, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.32899999999995, 'N_BLOCKING=1_best': 246.32899999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.822, 'N_BLOCKING=2_best': 251.822, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.54200000000003, 'N_BLOCKING=3_best': 248.54200000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.411, 'xsmm_reference_best': 249.411, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.234, 'N_BLOCKING=1_best': 417.234, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.206, 'N_BLOCKING=2_best': 389.206, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.188, 'N_BLOCKING=3_best': 367.188, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 372.876, 'xsmm_reference_best': 372.876, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 551.857, 'N_BLOCKING=1_best': 551.857, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.984, 'N_BLOCKING=2_best': 389.984, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 438.597, 'N_BLOCKING=3_best': 438.597, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 551.433, 'xsmm_reference_best': 551.433, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 754.444, 'N_BLOCKING=1_best': 754.444, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 544.078, 'N_BLOCKING=2_best': 544.078, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 592.877, 'N_BLOCKING=3_best': 592.877, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 683.5219999999999, 'xsmm_reference_best': 683.5219999999999, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 988.044, 'N_BLOCKING=1_best': 988.044, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 720.087, 'N_BLOCKING=2_best': 720.087, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 761.105, 'N_BLOCKING=3_best': 761.105, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1135.982, 'xsmm_reference_best': 1135.982, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1250.17, 'N_BLOCKING=1_best': 1250.17, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 920.628, 'N_BLOCKING=2_best': 920.628, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 960.707, 'N_BLOCKING=3_best': 960.707, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1114.589, 'xsmm_reference_best': 1114.589, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.478, 'N_BLOCKING=1_best': 368.478, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.40099999999995, 'N_BLOCKING=2_best': 395.40099999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 371.545, 'N_BLOCKING=3_best': 371.545, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.755, 'xsmm_reference_best': 386.755, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
