{'N_BLOCKING=1_avg': 247.615, 'N_BLOCKING=1_best': 247.615, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.178, 'N_BLOCKING=2_best': 242.178, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.176, 'N_BLOCKING=3_best': 244.176, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.408, 'xsmm_reference_best': 249.408, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 589.469, 'N_BLOCKING=1_best': 589.469, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 651.5, 'N_BLOCKING=2_best': 651.5, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 636.726, 'N_BLOCKING=3_best': 636.726, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3896.627, 'xsmm_reference_best': 3896.627, 'xsmm_reference_cpu_freq': 2.999849, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.374, 'N_BLOCKING=1_best': 246.374, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.6, 'N_BLOCKING=2_best': 252.6, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.763, 'N_BLOCKING=3_best': 248.763, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.329, 'xsmm_reference_best': 249.329, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.722, 'N_BLOCKING=1_best': 417.722, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 402.528, 'N_BLOCKING=2_best': 402.528, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.153, 'N_BLOCKING=3_best': 368.153, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 389.097, 'xsmm_reference_best': 389.097, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 554.618, 'N_BLOCKING=1_best': 554.618, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.015, 'N_BLOCKING=2_best': 395.015, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 437.93, 'N_BLOCKING=3_best': 437.93, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 358.245, 'xsmm_reference_best': 358.245, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 763.524, 'N_BLOCKING=1_best': 763.524, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 548.733, 'N_BLOCKING=2_best': 548.733, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 597.047, 'N_BLOCKING=3_best': 597.047, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 685.202, 'xsmm_reference_best': 685.202, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.869, 'N_BLOCKING=1_best': 986.869, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 713.637, 'N_BLOCKING=2_best': 713.637, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 754.491, 'N_BLOCKING=3_best': 754.491, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1116.769, 'xsmm_reference_best': 1116.769, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1248.571, 'N_BLOCKING=1_best': 1248.571, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 921.736, 'N_BLOCKING=2_best': 921.736, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 960.255, 'N_BLOCKING=3_best': 960.255, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1117.604, 'xsmm_reference_best': 1117.604, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.044, 'N_BLOCKING=1_best': 368.044, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 397.696, 'N_BLOCKING=2_best': 397.696, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.10299999999995, 'N_BLOCKING=3_best': 369.10299999999995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.437, 'xsmm_reference_best': 386.437, 'xsmm_reference_cpu_freq': 2.999853, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 470.441, 'N_BLOCKING=1_best': 470.441, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 324.42, 'N_BLOCKING=2_best': 324.42, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.913, 'N_BLOCKING=3_best': 369.913, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 310.576, 'xsmm_reference_best': 310.576, 'xsmm_reference_cpu_freq': 2.999962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 649.15, 'N_BLOCKING=1_best': 649.15, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 460.163, 'N_BLOCKING=2_best': 460.163, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 507.271, 'N_BLOCKING=3_best': 507.271, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 600.999, 'xsmm_reference_best': 600.999, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.36300000000006, 'N_BLOCKING=1_best': 340.36300000000006, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 366.763, 'N_BLOCKING=2_best': 366.763, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 357.158, 'N_BLOCKING=3_best': 357.158, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.751, 'xsmm_reference_best': 359.751, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 391.399, 'N_BLOCKING=1_best': 391.399, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 401.377, 'N_BLOCKING=2_best': 401.377, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.378, 'N_BLOCKING=3_best': 368.378, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.064, 'xsmm_reference_best': 394.064, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 443.16999999999996, 'N_BLOCKING=1_best': 443.16999999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 380.846, 'N_BLOCKING=2_best': 380.846, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.818, 'N_BLOCKING=3_best': 367.818, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 362.64, 'xsmm_reference_best': 362.64, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.329, 'N_BLOCKING=1_best': 246.329, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.95299999999997, 'N_BLOCKING=2_best': 252.95299999999997, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.964, 'N_BLOCKING=3_best': 248.964, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.57100000000003, 'xsmm_reference_best': 249.57100000000003, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 415.79100000000005, 'N_BLOCKING=1_best': 415.79100000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 387.79200000000003, 'N_BLOCKING=2_best': 387.79200000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.113, 'N_BLOCKING=3_best': 367.113, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 373.752, 'xsmm_reference_best': 373.752, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 551.85, 'N_BLOCKING=1_best': 551.85, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 391.856, 'N_BLOCKING=2_best': 391.856, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 436.265, 'N_BLOCKING=3_best': 436.265, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 550.811, 'xsmm_reference_best': 550.811, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 754.784, 'N_BLOCKING=1_best': 754.784, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 542.1120000000001, 'N_BLOCKING=2_best': 542.1120000000001, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 594.475, 'N_BLOCKING=3_best': 594.475, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 682.342, 'xsmm_reference_best': 682.342, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.509, 'N_BLOCKING=1_best': 986.509, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 717.387, 'N_BLOCKING=2_best': 717.387, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 758.764, 'N_BLOCKING=3_best': 758.764, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1117.686, 'xsmm_reference_best': 1117.686, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.92, 'N_BLOCKING=1_best': 1247.92, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 916.583, 'N_BLOCKING=2_best': 916.583, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 959.101, 'N_BLOCKING=3_best': 959.101, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.0430000000001, 'xsmm_reference_best': 1118.0430000000001, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.88199999999995, 'N_BLOCKING=1_best': 368.88199999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 397.844, 'N_BLOCKING=2_best': 397.844, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 372.13800000000003, 'N_BLOCKING=3_best': 372.13800000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 387.469, 'xsmm_reference_best': 387.469, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
