{'N_BLOCKING=1_avg': 246.838, 'N_BLOCKING=1_best': 246.838, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 241.814, 'N_BLOCKING=2_best': 241.814, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.486, 'N_BLOCKING=3_best': 244.486, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.357, 'xsmm_reference_best': 248.357, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 592.096, 'N_BLOCKING=1_best': 592.096, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 647.182, 'N_BLOCKING=2_best': 647.182, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 630.56, 'N_BLOCKING=3_best': 630.56, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3882.099, 'xsmm_reference_best': 3882.099, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.03, 'N_BLOCKING=1_best': 246.03, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.332, 'N_BLOCKING=2_best': 252.332, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.943, 'N_BLOCKING=3_best': 248.943, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.831, 'xsmm_reference_best': 249.831, 'xsmm_reference_cpu_freq': 2.999846, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 418.514, 'N_BLOCKING=1_best': 418.514, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 402.38699999999994, 'N_BLOCKING=2_best': 402.38699999999994, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.901, 'N_BLOCKING=3_best': 367.901, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.424, 'xsmm_reference_best': 386.424, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 554.831, 'N_BLOCKING=1_best': 554.831, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 386.70399999999995, 'N_BLOCKING=2_best': 386.70399999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 435.532, 'N_BLOCKING=3_best': 435.532, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 354.911, 'xsmm_reference_best': 354.911, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 755.1030000000001, 'N_BLOCKING=1_best': 755.1030000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 546.382, 'N_BLOCKING=2_best': 546.382, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 595.683, 'N_BLOCKING=3_best': 595.683, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 684.548, 'xsmm_reference_best': 684.548, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 985.665, 'N_BLOCKING=1_best': 985.665, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 725.171, 'N_BLOCKING=2_best': 725.171, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 754.455, 'N_BLOCKING=3_best': 754.455, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.971, 'xsmm_reference_best': 1118.971, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1249.821, 'N_BLOCKING=1_best': 1249.821, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 918.887, 'N_BLOCKING=2_best': 918.887, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 959.096, 'N_BLOCKING=3_best': 959.096, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1115.878, 'xsmm_reference_best': 1115.878, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 367.68, 'N_BLOCKING=1_best': 367.68, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.877, 'N_BLOCKING=2_best': 398.877, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.96299999999997, 'N_BLOCKING=3_best': 368.96299999999997, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 385.98400000000004, 'xsmm_reference_best': 385.98400000000004, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 470.672, 'N_BLOCKING=1_best': 470.672, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 336.103, 'N_BLOCKING=2_best': 336.103, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.77, 'N_BLOCKING=3_best': 369.77, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 307.259, 'xsmm_reference_best': 307.259, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 649.604, 'N_BLOCKING=1_best': 649.604, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 457.86, 'N_BLOCKING=2_best': 457.86, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 508.729, 'N_BLOCKING=3_best': 508.729, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 595.615, 'xsmm_reference_best': 595.615, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.40099999999995, 'N_BLOCKING=1_best': 340.40099999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 367.887, 'N_BLOCKING=2_best': 367.887, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 356.366, 'N_BLOCKING=3_best': 356.366, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 359.233, 'xsmm_reference_best': 359.233, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 391.145, 'N_BLOCKING=1_best': 391.145, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.368, 'N_BLOCKING=2_best': 399.368, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.726, 'N_BLOCKING=3_best': 368.726, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 390.8, 'xsmm_reference_best': 390.8, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.856, 'N_BLOCKING=1_best': 440.856, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 380.948, 'N_BLOCKING=2_best': 380.948, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.774, 'N_BLOCKING=3_best': 367.774, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 363.369, 'xsmm_reference_best': 363.369, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 245.609, 'N_BLOCKING=1_best': 245.609, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.84699999999998, 'N_BLOCKING=2_best': 251.84699999999998, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.734, 'N_BLOCKING=3_best': 248.734, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.69399999999996, 'xsmm_reference_best': 249.69399999999996, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 417.07399999999996, 'N_BLOCKING=1_best': 417.07399999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.591, 'N_BLOCKING=2_best': 389.591, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.445, 'N_BLOCKING=3_best': 367.445, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 373.084, 'xsmm_reference_best': 373.084, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 550.601, 'N_BLOCKING=1_best': 550.601, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 387.422, 'N_BLOCKING=2_best': 387.422, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 436.773, 'N_BLOCKING=3_best': 436.773, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 552.293, 'xsmm_reference_best': 552.293, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 755.287, 'N_BLOCKING=1_best': 755.287, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 550.597, 'N_BLOCKING=2_best': 550.597, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 594.266, 'N_BLOCKING=3_best': 594.266, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 682.35, 'xsmm_reference_best': 682.35, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 987.243, 'N_BLOCKING=1_best': 987.243, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 717.96, 'N_BLOCKING=2_best': 717.96, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 768.816, 'N_BLOCKING=3_best': 768.816, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1114.448, 'xsmm_reference_best': 1114.448, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.55, 'N_BLOCKING=1_best': 1247.55, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 915.052, 'N_BLOCKING=2_best': 915.052, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 962.43, 'N_BLOCKING=3_best': 962.43, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.598, 'xsmm_reference_best': 1118.598, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.326, 'N_BLOCKING=1_best': 368.326, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 396.685, 'N_BLOCKING=2_best': 396.685, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 372.56399999999996, 'N_BLOCKING=3_best': 372.56399999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.371, 'xsmm_reference_best': 386.371, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
