{'N_BLOCKING=1_avg': 247.104, 'N_BLOCKING=1_best': 247.104, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.642, 'N_BLOCKING=2_best': 242.642, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.429, 'N_BLOCKING=3_best': 244.429, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.582, 'xsmm_reference_best': 248.582, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 589.361, 'N_BLOCKING=1_best': 589.361, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 647.22, 'N_BLOCKING=2_best': 647.22, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 633.77, 'N_BLOCKING=3_best': 633.77, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3875.021, 'xsmm_reference_best': 3875.021, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 246.86199999999997, 'N_BLOCKING=1_best': 246.86199999999997, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 252.199, 'N_BLOCKING=2_best': 252.199, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.35900000000004, 'N_BLOCKING=3_best': 249.35900000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 250.002, 'xsmm_reference_best': 250.002, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 418.836, 'N_BLOCKING=1_best': 418.836, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 403.98, 'N_BLOCKING=2_best': 403.98, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.26300000000003, 'N_BLOCKING=3_best': 368.26300000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 390.33799999999997, 'xsmm_reference_best': 390.33799999999997, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 554.091, 'N_BLOCKING=1_best': 554.091, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 386.515, 'N_BLOCKING=2_best': 386.515, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 443.43499999999995, 'N_BLOCKING=3_best': 443.43499999999995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 348.85799999999995, 'xsmm_reference_best': 348.85799999999995, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 754.913, 'N_BLOCKING=1_best': 754.913, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 557.15, 'N_BLOCKING=2_best': 557.15, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 596.511, 'N_BLOCKING=3_best': 596.511, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 685.4780000000001, 'xsmm_reference_best': 685.4780000000001, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 986.412, 'N_BLOCKING=1_best': 986.412, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 717.392, 'N_BLOCKING=2_best': 717.392, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 751.842, 'N_BLOCKING=3_best': 751.842, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1125.786, 'xsmm_reference_best': 1125.786, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1249.3609999999999, 'N_BLOCKING=1_best': 1249.3609999999999, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 919.014, 'N_BLOCKING=2_best': 919.014, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 961.172, 'N_BLOCKING=3_best': 961.172, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.5_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1118.06, 'xsmm_reference_best': 1118.06, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 367.921, 'N_BLOCKING=1_best': 367.921, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.80999999999995, 'N_BLOCKING=2_best': 398.80999999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 369.839, 'N_BLOCKING=3_best': 369.839, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 387.256, 'xsmm_reference_best': 387.256, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 470.47, 'N_BLOCKING=1_best': 470.47, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 320.093, 'N_BLOCKING=2_best': 320.093, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.871, 'N_BLOCKING=3_best': 368.871, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2457, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14996337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.15_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 311.348, 'xsmm_reference_best': 311.348, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 646.933, 'N_BLOCKING=1_best': 646.933, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 461.67999999999995, 'N_BLOCKING=2_best': 461.67999999999995, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 511.323, 'N_BLOCKING=3_best': 511.323, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4096, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.25_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 599.427, 'xsmm_reference_best': 599.427, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 340.493, 'N_BLOCKING=1_best': 340.493, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.26, 'N_BLOCKING=2_best': 368.26, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 357.217, 'N_BLOCKING=3_best': 357.217, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02496337890625, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.025_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 361.03599999999994, 'xsmm_reference_best': 361.03599999999994, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 390.781, 'N_BLOCKING=1_best': 390.781, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 406.22299999999996, 'N_BLOCKING=2_best': 406.22299999999996, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 368.724, 'N_BLOCKING=3_best': 368.724, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1228, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.074951171875, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.075_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.752, 'xsmm_reference_best': 393.752, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 442.048, 'N_BLOCKING=1_best': 442.048, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 378.375, 'N_BLOCKING=2_best': 378.375, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.502, 'N_BLOCKING=3_best': 367.502, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 2048, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/synth_mats/vary_density/q_16/r_128_c_128_p_0.125_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 363.111, 'xsmm_reference_best': 363.111, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 246.385, 'N_BLOCKING=1_best': 246.385, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 253.094, 'N_BLOCKING=2_best': 253.094, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.59299999999996, 'N_BLOCKING=3_best': 249.59299999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.01_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 249.801, 'xsmm_reference_best': 249.801, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 415.409, 'N_BLOCKING=1_best': 415.409, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 388.83, 'N_BLOCKING=2_best': 388.83, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 367.21900000000005, 'N_BLOCKING=3_best': 367.21900000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.1_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 372.693, 'xsmm_reference_best': 372.693, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 551.9970000000001, 'N_BLOCKING=1_best': 551.9970000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.236, 'N_BLOCKING=2_best': 389.236, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 432.995, 'N_BLOCKING=3_best': 432.995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.2_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 553.857, 'xsmm_reference_best': 553.857, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 756.559, 'N_BLOCKING=1_best': 756.559, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 542.377, 'N_BLOCKING=2_best': 542.377, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 593.807, 'N_BLOCKING=3_best': 593.807, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.3_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 682.105, 'xsmm_reference_best': 682.105, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 989.708, 'N_BLOCKING=1_best': 989.708, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 725.297, 'N_BLOCKING=2_best': 725.297, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 761.797, 'N_BLOCKING=3_best': 761.797, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.4_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1117.589, 'xsmm_reference_best': 1117.589, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 1247.0430000000001, 'N_BLOCKING=1_best': 1247.0430000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 932.103, 'N_BLOCKING=2_best': 932.103, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 957.305, 'N_BLOCKING=3_best': 957.305, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 8192, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.5_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 1122.36, 'xsmm_reference_best': 1122.36, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'dense'}
{'N_BLOCKING=1_avg': 368.721, 'N_BLOCKING=1_best': 368.721, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 396.96500000000003, 'N_BLOCKING=2_best': 396.96500000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 373.238, 'N_BLOCKING=3_best': 373.238, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_density/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 386.315, 'xsmm_reference_best': 386.315, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
