{'K_BLOCKING=0_avg': 2.9605, 'K_BLOCKING=0_best': 2.9605, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 3.1407, 'K_BLOCKING=112_best': 3.1407, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 3.089, 'K_BLOCKING=128_best': 3.089, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 2.9615, 'K_BLOCKING=16_best': 2.9615, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 2.9585999999999997, 'K_BLOCKING=32_best': 2.9585999999999997, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 3.0131, 'K_BLOCKING=48_best': 3.0131, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 3.0595, 'K_BLOCKING=64_best': 3.0595, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 3.0989, 'K_BLOCKING=80_best': 3.0989, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 3.0812999999999997, 'K_BLOCKING=96_best': 3.0812999999999997, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0793, 'xsmm_reference_best': 3.0793, 'xsmm_reference_cpu_freq': 2.999987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 120.38809999999998, 'K_BLOCKING=0_best': 120.38809999999998, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 222.4927, 'K_BLOCKING=112_best': 222.4927, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 212.206, 'K_BLOCKING=128_best': 212.206, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 175.7672, 'K_BLOCKING=16_best': 175.7672, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 183.86399999999998, 'K_BLOCKING=32_best': 183.86399999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 183.884, 'K_BLOCKING=48_best': 183.884, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 184.0363, 'K_BLOCKING=64_best': 184.0363, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 200.6978, 'K_BLOCKING=80_best': 200.6978, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 182.9384, 'K_BLOCKING=96_best': 182.9384, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 106.9847, 'xsmm_reference_best': 106.9847, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 150.9714, 'K_BLOCKING=0_best': 150.9714, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 182.1411, 'K_BLOCKING=112_best': 182.1411, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 164.5771, 'K_BLOCKING=128_best': 164.5771, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 209.3276, 'K_BLOCKING=16_best': 209.3276, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 198.65, 'K_BLOCKING=32_best': 198.65, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 193.3378, 'K_BLOCKING=48_best': 193.3378, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 176.8596, 'K_BLOCKING=64_best': 176.8596, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 174.9699, 'K_BLOCKING=80_best': 174.9699, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 184.5035, 'K_BLOCKING=96_best': 184.5035, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3456, 'a_rows': 216, 'a_size': 139968, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 142.4027, 'xsmm_reference_best': 142.4027, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 123.0038, 'K_BLOCKING=0_best': 123.0038, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 182.28979999999999, 'K_BLOCKING=112_best': 182.28979999999999, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 186.4146, 'K_BLOCKING=128_best': 186.4146, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 236.8382, 'K_BLOCKING=16_best': 236.8382, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 227.804, 'K_BLOCKING=32_best': 227.804, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 213.3901, 'K_BLOCKING=48_best': 213.3901, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 207.9605, 'K_BLOCKING=64_best': 207.9605, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 200.1779, 'K_BLOCKING=80_best': 200.1779, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 195.33530000000002, 'K_BLOCKING=96_best': 195.33530000000002, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3456, 'a_rows': 648, 'a_size': 139968, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 127.23910000000001, 'xsmm_reference_best': 127.23910000000001, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 63.233000000000004, 'K_BLOCKING=0_best': 63.233000000000004, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 85.0412, 'K_BLOCKING=112_best': 85.0412, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 86.34270000000001, 'K_BLOCKING=128_best': 86.34270000000001, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 107.64259999999999, 'K_BLOCKING=16_best': 107.64259999999999, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 104.4164, 'K_BLOCKING=32_best': 104.4164, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 96.8508, 'K_BLOCKING=48_best': 96.8508, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 96.28150000000001, 'K_BLOCKING=64_best': 96.28150000000001, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 92.7518, 'K_BLOCKING=80_best': 92.7518, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 91.3039, 'K_BLOCKING=96_best': 91.3039, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 56.8529, 'xsmm_reference_best': 56.8529, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 72.4001, 'K_BLOCKING=0_best': 72.4001, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 108.66279999999999, 'K_BLOCKING=112_best': 108.66279999999999, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 108.19030000000001, 'K_BLOCKING=128_best': 108.19030000000001, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 114.87989999999999, 'K_BLOCKING=16_best': 114.87989999999999, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 121.7449, 'K_BLOCKING=32_best': 121.7449, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 112.0248, 'K_BLOCKING=48_best': 112.0248, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 106.5776, 'K_BLOCKING=64_best': 106.5776, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 111.5059, 'K_BLOCKING=80_best': 111.5059, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 107.7566, 'K_BLOCKING=96_best': 107.7566, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 64.4025, 'xsmm_reference_best': 64.4025, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 120.42139999999999, 'K_BLOCKING=0_best': 120.42139999999999, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 222.86939999999998, 'K_BLOCKING=112_best': 222.86939999999998, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 213.1634, 'K_BLOCKING=128_best': 213.1634, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 176.1989, 'K_BLOCKING=16_best': 176.1989, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 185.1421, 'K_BLOCKING=32_best': 185.1421, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 184.0804, 'K_BLOCKING=48_best': 184.0804, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 184.4324, 'K_BLOCKING=64_best': 184.4324, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 200.3133, 'K_BLOCKING=80_best': 200.3133, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 182.459, 'K_BLOCKING=96_best': 182.459, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 106.9664, 'xsmm_reference_best': 106.9664, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 154.9873, 'K_BLOCKING=0_best': 154.9873, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 191.5814, 'K_BLOCKING=112_best': 191.5814, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 175.214, 'K_BLOCKING=128_best': 175.214, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 218.81840000000003, 'K_BLOCKING=16_best': 218.81840000000003, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 211.02710000000002, 'K_BLOCKING=32_best': 211.02710000000002, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 202.1981, 'K_BLOCKING=48_best': 202.1981, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 184.7605, 'K_BLOCKING=64_best': 184.7605, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 181.255, 'K_BLOCKING=80_best': 181.255, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 192.5592, 'K_BLOCKING=96_best': 192.5592, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 134.9351, 'xsmm_reference_best': 134.9351, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 127.32419999999999, 'K_BLOCKING=0_best': 127.32419999999999, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 188.785, 'K_BLOCKING=112_best': 188.785, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 192.8802, 'K_BLOCKING=128_best': 192.8802, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 247.93189999999998, 'K_BLOCKING=16_best': 247.93189999999998, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 241.06869999999998, 'K_BLOCKING=32_best': 241.06869999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 221.93159999999997, 'K_BLOCKING=48_best': 221.93159999999997, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 215.41500000000002, 'K_BLOCKING=64_best': 215.41500000000002, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 206.63490000000002, 'K_BLOCKING=80_best': 206.63490000000002, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 202.5416, 'K_BLOCKING=96_best': 202.5416, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 130.6144, 'xsmm_reference_best': 130.6144, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 65.0091, 'K_BLOCKING=0_best': 65.0091, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 80.2665, 'K_BLOCKING=112_best': 80.2665, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 76.4244, 'K_BLOCKING=128_best': 76.4244, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 80.0128, 'K_BLOCKING=16_best': 80.0128, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 78.9101, 'K_BLOCKING=32_best': 78.9101, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 80.8229, 'K_BLOCKING=48_best': 80.8229, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 79.4006, 'K_BLOCKING=64_best': 79.4006, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 79.6221, 'K_BLOCKING=80_best': 79.6221, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 76.7882, 'K_BLOCKING=96_best': 76.7882, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 63.2678, 'xsmm_reference_best': 63.2678, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 104.9458, 'K_BLOCKING=0_best': 104.9458, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 166.0702, 'K_BLOCKING=112_best': 166.0702, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 155.9742, 'K_BLOCKING=128_best': 155.9742, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 175.30720000000002, 'K_BLOCKING=16_best': 175.30720000000002, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 173.0442, 'K_BLOCKING=32_best': 173.0442, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 175.391, 'K_BLOCKING=48_best': 175.391, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 176.43110000000001, 'K_BLOCKING=64_best': 176.43110000000001, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 174.3502, 'K_BLOCKING=80_best': 174.3502, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 142.9624, 'K_BLOCKING=96_best': 142.9624, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 92.8355, 'xsmm_reference_best': 92.8355, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 185.2093, 'K_BLOCKING=0_best': 185.2093, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 342.6563, 'K_BLOCKING=112_best': 342.6563, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 312.9556, 'K_BLOCKING=128_best': 312.9556, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 307.228, 'K_BLOCKING=16_best': 307.228, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 298.3705, 'K_BLOCKING=32_best': 298.3705, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 307.9515, 'K_BLOCKING=48_best': 307.9515, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 310.21, 'K_BLOCKING=64_best': 310.21, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 328.4862, 'K_BLOCKING=80_best': 328.4862, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 309.0377, 'K_BLOCKING=96_best': 309.0377, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 171.3924, 'xsmm_reference_best': 171.3924, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 267.122, 'K_BLOCKING=0_best': 267.122, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 342.627, 'K_BLOCKING=112_best': 342.627, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 325.27959999999996, 'K_BLOCKING=128_best': 325.27959999999996, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 421.7317, 'K_BLOCKING=16_best': 421.7317, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 394.7937, 'K_BLOCKING=32_best': 394.7937, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 408.01149999999996, 'K_BLOCKING=48_best': 408.01149999999996, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 367.7553, 'K_BLOCKING=64_best': 367.7553, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 376.41040000000004, 'K_BLOCKING=80_best': 376.41040000000004, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 369.23159999999996, 'K_BLOCKING=96_best': 369.23159999999996, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 232.6238, 'xsmm_reference_best': 232.6238, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 223.18249999999998, 'K_BLOCKING=0_best': 223.18249999999998, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 349.83209999999997, 'K_BLOCKING=112_best': 349.83209999999997, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 351.1275, 'K_BLOCKING=128_best': 351.1275, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 435.3353, 'K_BLOCKING=16_best': 435.3353, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 420.5341, 'K_BLOCKING=32_best': 420.5341, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 416.7604, 'K_BLOCKING=48_best': 416.7604, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 392.4859, 'K_BLOCKING=64_best': 392.4859, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 382.34139999999996, 'K_BLOCKING=80_best': 382.34139999999996, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 371.299, 'K_BLOCKING=96_best': 371.299, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 216.35880000000003, 'xsmm_reference_best': 216.35880000000003, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 91.349, 'K_BLOCKING=0_best': 91.349, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 120.3474, 'K_BLOCKING=112_best': 120.3474, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 124.45009999999999, 'K_BLOCKING=128_best': 124.45009999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 161.8961, 'K_BLOCKING=16_best': 161.8961, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 143.978, 'K_BLOCKING=32_best': 143.978, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 139.9004, 'K_BLOCKING=48_best': 139.9004, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 133.45149999999998, 'K_BLOCKING=64_best': 133.45149999999998, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 130.69940000000003, 'K_BLOCKING=80_best': 130.69940000000003, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 129.2572, 'K_BLOCKING=96_best': 129.2572, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 88.916, 'xsmm_reference_best': 88.916, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 105.1439, 'K_BLOCKING=0_best': 105.1439, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 166.6288, 'K_BLOCKING=112_best': 166.6288, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 156.01860000000002, 'K_BLOCKING=128_best': 156.01860000000002, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 176.5147, 'K_BLOCKING=16_best': 176.5147, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 172.9001, 'K_BLOCKING=32_best': 172.9001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 175.5845, 'K_BLOCKING=48_best': 175.5845, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 176.86169999999998, 'K_BLOCKING=64_best': 176.86169999999998, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 174.8385, 'K_BLOCKING=80_best': 174.8385, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 143.0842, 'K_BLOCKING=96_best': 143.0842, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 93.3074, 'xsmm_reference_best': 93.3074, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
