{'K_BLOCKING=0_avg': 1.6367999999999998, 'K_BLOCKING=0_best': 1.6367999999999998, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 1.6979, 'K_BLOCKING=112_best': 1.6979, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 1.6344, 'K_BLOCKING=128_best': 1.6344, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 1.6515999999999997, 'K_BLOCKING=16_best': 1.6515999999999997, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 1.6451999999999998, 'K_BLOCKING=32_best': 1.6451999999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 1.6649999999999998, 'K_BLOCKING=48_best': 1.6649999999999998, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 1.6443999999999999, 'K_BLOCKING=64_best': 1.6443999999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 1.6472000000000002, 'K_BLOCKING=80_best': 1.6472000000000002, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 1.6934, 'K_BLOCKING=96_best': 1.6934, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7393, 'xsmm_reference_best': 1.7393, 'xsmm_reference_cpu_freq': 2.999828, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 40.335899999999995, 'K_BLOCKING=0_best': 40.335899999999995, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 58.220000000000006, 'K_BLOCKING=112_best': 58.220000000000006, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 58.219500000000004, 'K_BLOCKING=128_best': 58.219500000000004, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 67.6224, 'K_BLOCKING=16_best': 67.6224, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 70.773, 'K_BLOCKING=32_best': 70.773, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 63.188, 'K_BLOCKING=48_best': 63.188, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 58.24829999999999, 'K_BLOCKING=64_best': 58.24829999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 60.03869999999999, 'K_BLOCKING=80_best': 60.03869999999999, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 58.03240000000001, 'K_BLOCKING=96_best': 58.03240000000001, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 33.5139, 'xsmm_reference_best': 33.5139, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 66.59479999999999, 'K_BLOCKING=0_best': 66.59479999999999, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 128.6242, 'K_BLOCKING=112_best': 128.6242, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 118.53699999999999, 'K_BLOCKING=128_best': 118.53699999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 106.9057, 'K_BLOCKING=16_best': 106.9057, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 110.747, 'K_BLOCKING=32_best': 110.747, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 112.2702, 'K_BLOCKING=48_best': 112.2702, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 113.65709999999999, 'K_BLOCKING=64_best': 113.65709999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 119.8499, 'K_BLOCKING=80_best': 119.8499, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 115.66479999999999, 'K_BLOCKING=96_best': 115.66479999999999, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 59.2488, 'xsmm_reference_best': 59.2488, 'xsmm_reference_cpu_freq': 2.999837, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 88.1198, 'K_BLOCKING=0_best': 88.1198, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 103.5115, 'K_BLOCKING=112_best': 103.5115, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 94.616, 'K_BLOCKING=128_best': 94.616, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 124.4097, 'K_BLOCKING=16_best': 124.4097, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 118.79780000000001, 'K_BLOCKING=32_best': 118.79780000000001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 112.93980000000002, 'K_BLOCKING=48_best': 112.93980000000002, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 104.035, 'K_BLOCKING=64_best': 104.035, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 102.3167, 'K_BLOCKING=80_best': 102.3167, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 105.7731, 'K_BLOCKING=96_best': 105.7731, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3456, 'a_rows': 216, 'a_size': 139968, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 78.2883, 'xsmm_reference_best': 78.2883, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 68.7497, 'K_BLOCKING=0_best': 68.7497, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 100.649, 'K_BLOCKING=112_best': 100.649, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 101.77279999999999, 'K_BLOCKING=128_best': 101.77279999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 137.5514, 'K_BLOCKING=16_best': 137.5514, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 132.4285, 'K_BLOCKING=32_best': 132.4285, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 119.5826, 'K_BLOCKING=48_best': 119.5826, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 115.90450000000001, 'K_BLOCKING=64_best': 115.90450000000001, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 110.575, 'K_BLOCKING=80_best': 110.575, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 108.8258, 'K_BLOCKING=96_best': 108.8258, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3456, 'a_rows': 648, 'a_size': 139968, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.024691358024691357, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 71.4944, 'xsmm_reference_best': 71.4944, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 35.3516, 'K_BLOCKING=0_best': 35.3516, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 46.2051, 'K_BLOCKING=112_best': 46.2051, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 47.2155, 'K_BLOCKING=128_best': 47.2155, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 59.9269, 'K_BLOCKING=16_best': 59.9269, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 57.4455, 'K_BLOCKING=32_best': 57.4455, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 52.8614, 'K_BLOCKING=48_best': 52.8614, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 52.104499999999994, 'K_BLOCKING=64_best': 52.104499999999994, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 50.675599999999996, 'K_BLOCKING=80_best': 50.675599999999996, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 49.7179, 'K_BLOCKING=96_best': 49.7179, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 31.1233, 'xsmm_reference_best': 31.1233, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 40.2607, 'K_BLOCKING=0_best': 40.2607, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 58.3038, 'K_BLOCKING=112_best': 58.3038, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 58.250099999999996, 'K_BLOCKING=128_best': 58.250099999999996, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 66.8677, 'K_BLOCKING=16_best': 66.8677, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 71.1493, 'K_BLOCKING=32_best': 71.1493, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 63.174, 'K_BLOCKING=48_best': 63.174, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 58.2043, 'K_BLOCKING=64_best': 58.2043, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 59.737300000000005, 'K_BLOCKING=80_best': 59.737300000000005, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 58.2509, 'K_BLOCKING=96_best': 58.2509, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 216, 'a_size': 46656, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 33.52569999999999, 'xsmm_reference_best': 33.52569999999999, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 66.3437, 'K_BLOCKING=0_best': 66.3437, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 127.18229999999998, 'K_BLOCKING=112_best': 127.18229999999998, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 120.28399999999999, 'K_BLOCKING=128_best': 120.28399999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 106.5827, 'K_BLOCKING=16_best': 106.5827, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 110.46549999999999, 'K_BLOCKING=32_best': 110.46549999999999, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 112.16590000000001, 'K_BLOCKING=48_best': 112.16590000000001, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 113.75430000000001, 'K_BLOCKING=64_best': 113.75430000000001, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 119.42699999999999, 'K_BLOCKING=80_best': 119.42699999999999, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 115.7112, 'K_BLOCKING=96_best': 115.7112, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 1296, 'a_rows': 648, 'a_size': 139968, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.009259259259259259, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 59.1087, 'xsmm_reference_best': 59.1087, 'xsmm_reference_cpu_freq': 2.999821, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 90.2098, 'K_BLOCKING=0_best': 90.2098, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 107.21, 'K_BLOCKING=112_best': 107.21, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 98.1645, 'K_BLOCKING=128_best': 98.1645, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 128.4631, 'K_BLOCKING=16_best': 128.4631, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 124.8305, 'K_BLOCKING=32_best': 124.8305, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 119.1487, 'K_BLOCKING=48_best': 119.1487, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 109.9171, 'K_BLOCKING=64_best': 109.9171, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 106.68050000000001, 'K_BLOCKING=80_best': 106.68050000000001, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 109.70149999999998, 'K_BLOCKING=96_best': 109.70149999999998, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 84.918, 'xsmm_reference_best': 84.918, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 70.5488, 'K_BLOCKING=0_best': 70.5488, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 102.9173, 'K_BLOCKING=112_best': 102.9173, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 104.7317, 'K_BLOCKING=128_best': 104.7317, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 143.8328, 'K_BLOCKING=16_best': 143.8328, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 140.76579999999998, 'K_BLOCKING=32_best': 140.76579999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 125.11690000000002, 'K_BLOCKING=48_best': 125.11690000000002, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 118.9691, 'K_BLOCKING=64_best': 118.9691, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 113.9808, 'K_BLOCKING=80_best': 113.9808, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 112.3992, 'K_BLOCKING=96_best': 112.3992, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 73.4374, 'xsmm_reference_best': 73.4374, 'xsmm_reference_cpu_freq': 2.999854, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 35.8823, 'K_BLOCKING=0_best': 35.8823, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 43.4141, 'K_BLOCKING=112_best': 43.4141, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 41.334500000000006, 'K_BLOCKING=128_best': 41.334500000000006, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 43.6365, 'K_BLOCKING=16_best': 43.6365, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 42.8079, 'K_BLOCKING=32_best': 42.8079, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 43.7959, 'K_BLOCKING=48_best': 43.7959, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 42.928, 'K_BLOCKING=64_best': 42.928, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 42.763600000000004, 'K_BLOCKING=80_best': 42.763600000000004, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 41.576100000000004, 'K_BLOCKING=96_best': 41.576100000000004, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 35.035799999999995, 'xsmm_reference_best': 35.035799999999995, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 59.01990000000001, 'K_BLOCKING=0_best': 59.01990000000001, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 90.92580000000001, 'K_BLOCKING=112_best': 90.92580000000001, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 85.5861, 'K_BLOCKING=128_best': 85.5861, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 105.102, 'K_BLOCKING=16_best': 105.102, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 103.02850000000001, 'K_BLOCKING=32_best': 103.02850000000001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 105.76010000000001, 'K_BLOCKING=48_best': 105.76010000000001, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 102.2063, 'K_BLOCKING=64_best': 102.2063, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 98.7362, 'K_BLOCKING=80_best': 98.7362, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 79.9046, 'K_BLOCKING=96_best': 79.9046, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 45.509100000000004, 'xsmm_reference_best': 45.509100000000004, 'xsmm_reference_cpu_freq': 2.999815, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 101.33279999999999, 'K_BLOCKING=0_best': 101.33279999999999, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 202.3295, 'K_BLOCKING=112_best': 202.3295, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 192.32739999999998, 'K_BLOCKING=128_best': 192.32739999999998, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 185.7002, 'K_BLOCKING=16_best': 185.7002, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 183.3878, 'K_BLOCKING=32_best': 183.3878, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 188.5831, 'K_BLOCKING=48_best': 188.5831, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 189.9445, 'K_BLOCKING=64_best': 189.9445, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 197.6292, 'K_BLOCKING=80_best': 197.6292, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 186.03220000000002, 'K_BLOCKING=96_best': 186.03220000000002, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 93.8687, 'xsmm_reference_best': 93.8687, 'xsmm_reference_cpu_freq': 3.000053, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 164.2467, 'K_BLOCKING=0_best': 164.2467, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 194.0431, 'K_BLOCKING=112_best': 194.0431, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 185.1336, 'K_BLOCKING=128_best': 185.1336, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 235.70369999999997, 'K_BLOCKING=16_best': 235.70369999999997, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 225.60999999999999, 'K_BLOCKING=32_best': 225.60999999999999, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 230.16379999999998, 'K_BLOCKING=48_best': 230.16379999999998, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 208.41440000000003, 'K_BLOCKING=64_best': 208.41440000000003, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 212.2404, 'K_BLOCKING=80_best': 212.2404, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 207.706, 'K_BLOCKING=96_best': 207.706, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 147.26749999999998, 'xsmm_reference_best': 147.26749999999998, 'xsmm_reference_cpu_freq': 2.999962, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 124.9813, 'K_BLOCKING=0_best': 124.9813, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 212.3156, 'K_BLOCKING=112_best': 212.3156, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 199.432, 'K_BLOCKING=128_best': 199.432, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 263.43809999999996, 'K_BLOCKING=16_best': 263.43809999999996, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 254.26399999999998, 'K_BLOCKING=32_best': 254.26399999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 246.5641, 'K_BLOCKING=48_best': 246.5641, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 232.28959999999998, 'K_BLOCKING=64_best': 232.28959999999998, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 228.28699999999998, 'K_BLOCKING=80_best': 228.28699999999998, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 217.1023, 'K_BLOCKING=96_best': 217.1023, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 120.62840000000001, 'xsmm_reference_best': 120.62840000000001, 'xsmm_reference_cpu_freq': 2.999998, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 51.9319, 'K_BLOCKING=0_best': 51.9319, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=112_avg': 66.2713, 'K_BLOCKING=112_best': 66.2713, 'K_BLOCKING=112_kernel_type': 'dense', 'K_BLOCKING=128_avg': 67.7641, 'K_BLOCKING=128_best': 67.7641, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=16_avg': 90.6413, 'K_BLOCKING=16_best': 90.6413, 'K_BLOCKING=16_kernel_type': 'dense', 'K_BLOCKING=32_avg': 81.26259999999999, 'K_BLOCKING=32_best': 81.26259999999999, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=48_avg': 77.19149999999999, 'K_BLOCKING=48_best': 77.19149999999999, 'K_BLOCKING=48_kernel_type': 'dense', 'K_BLOCKING=64_avg': 74.33279999999999, 'K_BLOCKING=64_best': 74.33279999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=80_avg': 72.0004, 'K_BLOCKING=80_best': 72.0004, 'K_BLOCKING=80_kernel_type': 'dense', 'K_BLOCKING=96_avg': 71.1981, 'K_BLOCKING=96_best': 71.1981, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 49.5589, 'xsmm_reference_best': 49.5589, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'wide-sparse'}
