{'K_BLOCKING=0_avg': 0.2835, 'K_BLOCKING=0_best': 0.2835, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 0.27999999999999997, 'K_BLOCKING=128_best': 0.27999999999999997, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 0.2767, 'K_BLOCKING=192_best': 0.2767, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 0.3489, 'K_BLOCKING=256_best': 0.3489, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 0.28900000000000003, 'K_BLOCKING=32_best': 0.28900000000000003, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 0.27480000000000004, 'K_BLOCKING=384_best': 0.27480000000000004, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 0.27349999999999997, 'K_BLOCKING=512_best': 0.27349999999999997, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 0.2747, 'K_BLOCKING=64_best': 0.2747, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 0.28250000000000003, 'K_BLOCKING=96_best': 0.28250000000000003, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.2718, 'xsmm_reference_best': 0.2718, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 14.0719, 'K_BLOCKING=0_best': 14.0719, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 15.351499999999998, 'K_BLOCKING=128_best': 15.351499999999998, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 16.6952, 'K_BLOCKING=192_best': 16.6952, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 16.249000000000002, 'K_BLOCKING=256_best': 16.249000000000002, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 18.9732, 'K_BLOCKING=32_best': 18.9732, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 15.4796, 'K_BLOCKING=384_best': 15.4796, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 16.1249, 'K_BLOCKING=512_best': 16.1249, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 16.0576, 'K_BLOCKING=64_best': 16.0576, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 17.0561, 'K_BLOCKING=96_best': 17.0561, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 648, 'a_nonzero': 3888, 'a_rows': 216, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 12.366200000000001, 'xsmm_reference_best': 12.366200000000001, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 11.2927, 'K_BLOCKING=0_best': 11.2927, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 17.3826, 'K_BLOCKING=128_best': 17.3826, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 17.0286, 'K_BLOCKING=192_best': 17.0286, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 11.3772, 'K_BLOCKING=256_best': 11.3772, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 22.1419, 'K_BLOCKING=32_best': 22.1419, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 11.3114, 'K_BLOCKING=384_best': 11.3114, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 11.3873, 'K_BLOCKING=512_best': 11.3873, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 19.6037, 'K_BLOCKING=64_best': 19.6037, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 18.3547, 'K_BLOCKING=96_best': 18.3547, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 216, 'a_nonzero': 3888, 'a_rows': 648, 'a_size': 139968, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/hex/p5/gauss-legendre/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 11.652800000000001, 'xsmm_reference_best': 11.652800000000001, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 5.5831, 'K_BLOCKING=0_best': 5.5831, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 6.440099999999999, 'K_BLOCKING=128_best': 6.440099999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 6.1911000000000005, 'K_BLOCKING=192_best': 6.1911000000000005, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 6.428, 'K_BLOCKING=256_best': 6.428, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 6.9186000000000005, 'K_BLOCKING=32_best': 6.9186000000000005, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 5.3314, 'K_BLOCKING=384_best': 5.3314, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 5.6876, 'K_BLOCKING=512_best': 5.6876, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 6.504900000000001, 'K_BLOCKING=64_best': 6.504900000000001, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 6.6072999999999995, 'K_BLOCKING=96_best': 6.6072999999999995, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 294, 'a_rows': 294, 'a_size': 100842, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0029154518950437317, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 5.2134, 'xsmm_reference_best': 5.2134, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 9.4275, 'K_BLOCKING=0_best': 9.4275, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 14.3143, 'K_BLOCKING=128_best': 14.3143, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 13.6667, 'K_BLOCKING=192_best': 13.6667, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 12.4802, 'K_BLOCKING=256_best': 12.4802, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 15.738, 'K_BLOCKING=32_best': 15.738, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 9.323000000000002, 'K_BLOCKING=384_best': 9.323000000000002, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 9.2459, 'K_BLOCKING=512_best': 9.2459, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 16.229300000000002, 'K_BLOCKING=64_best': 16.229300000000002, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 12.8245, 'K_BLOCKING=96_best': 12.8245, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 8.395399999999999, 'xsmm_reference_best': 8.395399999999999, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 16.5109, 'K_BLOCKING=0_best': 16.5109, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 29.6601, 'K_BLOCKING=128_best': 29.6601, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 31.6495, 'K_BLOCKING=192_best': 31.6495, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 26.711399999999998, 'K_BLOCKING=256_best': 26.711399999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 28.246699999999997, 'K_BLOCKING=32_best': 28.246699999999997, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 16.4878, 'K_BLOCKING=384_best': 16.4878, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 16.542099999999998, 'K_BLOCKING=512_best': 16.542099999999998, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 29.546000000000003, 'K_BLOCKING=64_best': 29.546000000000003, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 28.789499999999997, 'K_BLOCKING=96_best': 28.789499999999997, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 15.2196, 'xsmm_reference_best': 15.2196, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 24.0985, 'K_BLOCKING=0_best': 24.0985, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 28.3975, 'K_BLOCKING=128_best': 28.3975, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 30.6607, 'K_BLOCKING=192_best': 30.6607, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 26.907, 'K_BLOCKING=256_best': 26.907, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 35.214999999999996, 'K_BLOCKING=32_best': 35.214999999999996, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 28.6188, 'K_BLOCKING=384_best': 28.6188, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 25.1826, 'K_BLOCKING=512_best': 25.1826, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 32.2825, 'K_BLOCKING=64_best': 32.2825, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 32.0394, 'K_BLOCKING=96_best': 32.0394, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 6468, 'a_rows': 343, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 21.249299999999998, 'xsmm_reference_best': 21.249299999999998, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 19.6917, 'K_BLOCKING=0_best': 19.6917, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 32.5456, 'K_BLOCKING=128_best': 32.5456, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 29.7409, 'K_BLOCKING=192_best': 29.7409, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 31.046699999999998, 'K_BLOCKING=256_best': 31.046699999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 38.809799999999996, 'K_BLOCKING=32_best': 38.809799999999996, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 20.826099999999997, 'K_BLOCKING=384_best': 20.826099999999997, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 19.776400000000002, 'K_BLOCKING=512_best': 19.776400000000002, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 36.4377, 'K_BLOCKING=64_best': 36.4377, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 34.5381, 'K_BLOCKING=96_best': 34.5381, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 6468, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 22, 'alpha': 1.0, 'beta': 0.0, 'density': 0.018325697625989172, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 19.2829, 'xsmm_reference_best': 19.2829, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 8.115499999999997, 'K_BLOCKING=0_best': 8.115499999999997, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 11.108, 'K_BLOCKING=128_best': 11.108, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 10.1451, 'K_BLOCKING=192_best': 10.1451, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 10.4296, 'K_BLOCKING=256_best': 10.4296, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 12.8388, 'K_BLOCKING=32_best': 12.8388, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 8.1298, 'K_BLOCKING=384_best': 8.1298, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 8.267199999999999, 'K_BLOCKING=512_best': 8.267199999999999, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 12.075, 'K_BLOCKING=64_best': 12.075, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 11.4758, 'K_BLOCKING=96_best': 11.4758, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 2058, 'a_rows': 294, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 7.7196, 'xsmm_reference_best': 7.7196, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 9.234399999999999, 'K_BLOCKING=0_best': 9.234399999999999, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 14.022900000000002, 'K_BLOCKING=128_best': 14.022900000000002, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 13.716800000000001, 'K_BLOCKING=192_best': 13.716800000000001, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 12.578100000000001, 'K_BLOCKING=256_best': 12.578100000000001, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 16.002299999999998, 'K_BLOCKING=32_best': 16.002299999999998, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 9.303700000000001, 'K_BLOCKING=384_best': 9.303700000000001, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 9.210899999999999, 'K_BLOCKING=512_best': 9.210899999999999, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 16.2778, 'K_BLOCKING=64_best': 16.2778, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 13.1397, 'K_BLOCKING=96_best': 13.1397, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 343, 'a_size': 100842, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 8.023900000000001, 'xsmm_reference_best': 8.023900000000001, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 16.5543, 'K_BLOCKING=0_best': 16.5543, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 29.7125, 'K_BLOCKING=128_best': 29.7125, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 32.1833, 'K_BLOCKING=192_best': 32.1833, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 26.911099999999998, 'K_BLOCKING=256_best': 26.911099999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 28.4466, 'K_BLOCKING=32_best': 28.4466, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 16.7371, 'K_BLOCKING=384_best': 16.7371, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 16.4897, 'K_BLOCKING=512_best': 16.4897, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 29.567700000000002, 'K_BLOCKING=64_best': 29.567700000000002, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 29.369600000000002, 'K_BLOCKING=96_best': 29.369600000000002, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 294, 'a_nonzero': 2058, 'a_rows': 1029, 'a_size': 302526, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.006802721088435374, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 15.382900000000001, 'xsmm_reference_best': 15.382900000000001, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 24.406299999999998, 'K_BLOCKING=0_best': 24.406299999999998, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 28.566099999999995, 'K_BLOCKING=128_best': 28.566099999999995, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 31.089499999999997, 'K_BLOCKING=192_best': 31.089499999999997, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 27.342200000000002, 'K_BLOCKING=256_best': 27.342200000000002, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 36.275999999999996, 'K_BLOCKING=32_best': 36.275999999999996, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 28.834300000000002, 'K_BLOCKING=384_best': 28.834300000000002, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 25.5764, 'K_BLOCKING=512_best': 25.5764, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 32.706100000000006, 'K_BLOCKING=64_best': 32.706100000000006, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 32.076, 'K_BLOCKING=96_best': 32.076, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 1029, 'a_nonzero': 7056, 'a_rows': 343, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 21.5766, 'xsmm_reference_best': 21.5766, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 19.791999999999998, 'K_BLOCKING=0_best': 19.791999999999998, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 32.419, 'K_BLOCKING=128_best': 32.419, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 29.497900000000005, 'K_BLOCKING=192_best': 29.497900000000005, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 30.5591, 'K_BLOCKING=256_best': 30.5591, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 40.0518, 'K_BLOCKING=32_best': 40.0518, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 19.7553, 'K_BLOCKING=384_best': 19.7553, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 19.7207, 'K_BLOCKING=512_best': 19.7207, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 36.5144, 'K_BLOCKING=64_best': 36.5144, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 34.268499999999996, 'K_BLOCKING=96_best': 34.268499999999996, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 343, 'a_nonzero': 7056, 'a_rows': 1029, 'a_size': 352947, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.019991670137442734, 'mat_file': 'data/example_mats/hex/p6/gauss-legendre/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 197.6175, 'xsmm_reference_best': 197.6175, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'dense'}
{'K_BLOCKING=0_avg': 0.1041, 'K_BLOCKING=0_best': 0.1041, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 0.1021, 'K_BLOCKING=128_best': 0.1021, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 0.1014, 'K_BLOCKING=192_best': 0.1014, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 0.11379999999999998, 'K_BLOCKING=256_best': 0.11379999999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 0.1014, 'K_BLOCKING=32_best': 0.1014, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 0.0991, 'K_BLOCKING=384_best': 0.0991, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 0.1002, 'K_BLOCKING=512_best': 0.1002, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 0.1127, 'K_BLOCKING=64_best': 0.1127, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 0.1008, 'K_BLOCKING=96_best': 0.1008, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 4, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.09469999999999999, 'xsmm_reference_best': 0.09469999999999999, 'xsmm_reference_cpu_freq': 2.999828, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 0.062, 'K_BLOCKING=0_best': 0.062, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 0.05789999999999999, 'K_BLOCKING=128_best': 0.05789999999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 0.0618, 'K_BLOCKING=192_best': 0.0618, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 0.057699999999999994, 'K_BLOCKING=256_best': 0.057699999999999994, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 0.0603, 'K_BLOCKING=32_best': 0.0603, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 0.0611, 'K_BLOCKING=384_best': 0.0611, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 0.0601, 'K_BLOCKING=512_best': 0.0601, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 0.0586, 'K_BLOCKING=64_best': 0.0586, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 0.059199999999999996, 'K_BLOCKING=96_best': 0.059199999999999996, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 4, 'a_size': 32, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.0517, 'xsmm_reference_best': 0.0517, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 0.1081, 'K_BLOCKING=0_best': 0.1081, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 0.1115, 'K_BLOCKING=128_best': 0.1115, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 0.1072, 'K_BLOCKING=192_best': 0.1072, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 0.10389999999999999, 'K_BLOCKING=256_best': 0.10389999999999999, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 0.10900000000000001, 'K_BLOCKING=32_best': 0.10900000000000001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 0.10369999999999999, 'K_BLOCKING=384_best': 0.10369999999999999, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 0.10229999999999999, 'K_BLOCKING=512_best': 0.10229999999999999, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 0.10189999999999999, 'K_BLOCKING=64_best': 0.10189999999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 0.10800000000000001, 'K_BLOCKING=96_best': 0.10800000000000001, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 16, 'a_rows': 8, 'a_size': 64, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.0987, 'xsmm_reference_best': 0.0987, 'xsmm_reference_cpu_freq': 2.999982, 'xsmm_reference_kernel_type': 'sparse'}
